title,authors,categories,published_year,average_rating,num_pages,ratings_count
Cosmopolis,Don DeLillo,Fiction,2004.0,3.22,224.0,449.0
Wideacre,Philippa Gregory,Fiction,2003.0,3.3,656.0,18538.0
The Favored Child,Philippa Gregory,Fiction,2003.0,3.61,624.0,9430.0
The Sleeping Doll,Jeffery Deaver,Fiction,2007.0,3.93,428.0,347.0
I Heard that Song Before,Mary Higgins Clark,Fiction,2007.0,3.82,318.0,528.0
The Virgin's Lover,Philippa Gregory,Fiction,2005.0,3.7,441.0,42685.0
Brokeback Mountain,Annie Proulx,Fiction,2005.0,3.94,55.0,23424.0
The Constant Princess,Philippa Gregory,Fiction,2006.0,3.89,390.0,133277.0
The Boleyn Inheritance,Philippa Gregory,Fiction,2006.0,3.86,518.0,66751.0
Virgin Earth,Philippa Gregory,Fiction,2006.0,3.61,661.0,4349.0
The Coffin Dancer,Jeffery Deaver,Fiction,2004.0,4.17,358.0,36.0
Lisey's Story,Stephen King,Fiction,2006.0,3.67,513.0,56882.0
True Evil,Greg Iles,Fiction,2006.0,4.08,512.0,12524.0
The Good House,Tananarive Due,Fiction,2006.0,3.93,597.0,2385.0
"Look Homeward, Angel",Thomas Wolfe,Fiction,2006.0,3.94,644.0,10780.0
The Second Time Around,Mary Higgins Clark,Fiction,2004.0,3.75,373.0,7254.0
The Inhuman Condition,Clive Barker,Fiction,2001.0,3.97,180.0,6129.0
Deck the Halls,Mary Higgins Clark;Carol Higgins Clark,Fiction,2001.0,3.61,292.0,6933.0
Salem Falls,Jodi Picoult,Fiction,2002.0,3.81,434.0,65364.0
Perfect Match,Jodi Picoult,Fiction,2002.0,3.94,368.0,206.0
"God Bless You, Dr. Kevorkian",Kurt Vonnegut,Fiction,2001.0,3.84,80.0,12423.0
The Diablo: The Kingdom of Shadow,Richard A. Knaak,Fiction,2002.0,3.94,339.0,1144.0
Songs of the Humpback Whale,Jodi Picoult,Fiction,2001.0,3.2,346.0,26836.0
Roughing It,Mark Twain,Fiction,2003.0,3.9,560.0,5659.0
The Shining,Stephen King,Fiction,2002.0,4.21,505.0,1283.0
The Vanished Man,Jeffery Deaver,Fiction,2004.0,4.09,560.0,14626.0
The Footprints of God,Greg Iles,Fiction,2004.0,3.77,528.0,6051.0
My Sister's Keeper,Jodi Picoult,Fiction,2005.0,4.07,423.0,950402.0
Vanishing Acts,Jodi Picoult,Fiction,2005.0,3.69,426.0,85123.0
He Sees You When You're Sleeping,Mary Higgins Clark;Carol Higgins Clark,Fiction,2002.0,3.79,230.0,473.0
Changeling,Roger Zelazny,Fiction,2003.0,3.72,244.0,1772.0
The Price of Pleasure,Kresley Cole,Fiction,2004.0,4.0,353.0,118.0
The Diablo: The Sin War #1: Birthright,Richard A. Knaak,Fiction,2006.0,3.74,326.0,1186.0
Diablo: Moon of the Spider,Richard A. Knaak,Fiction,2006.0,3.95,336.0,722.0
Macbeth,William Shakespeare,Drama,2003.0,3.89,246.0,560816.0
Romeo and Juliet,William Shakespeare,Drama,1992.0,3.74,283.0,1811259.0
Dracula,Bram Stoker,Fiction,2003.0,3.99,528.0,9584.0
A Midsummer Night's Dream,William Shakespeare,Drama,1993.0,3.94,298.0,371813.0
Othello,William Shakespeare,Drama,1993.0,3.88,314.0,261813.0
The Merchant of Venice,William Shakespeare,Drama,2004.0,3.8,237.0,130122.0
The Sea Hunters,Clive Cussler;Craig Dirgo,Fiction,2003.0,3.82,432.0,1963.0
Twelfth Night,William Shakespeare,Drama,2004.0,3.98,220.0,133832.0
Twelfth Night,William Shakespeare,Drama,2005.0,3.98,222.0,182.0
The Languages of Pao,Jack Vance,Fiction,2004.0,3.8,224.0,862.0
The Notebooks of Lazarus Long,Robert A. Heinlein,Fiction,2004.0,4.07,56.0,3192.0
Twisted,Jeffery Deaver,Fiction,2004.0,3.92,480.0,3011.0
The Manolo Matrix,Julie Kenner,Fiction,2006.0,3.61,352.0,635.0
Harry Potter and the Goblet of Fire,J. K. Rowling,Juvenile Fiction,2000.0,4.55,636.0,18097.0
Romeo and Juliet,William Shakespeare,Drama,1985.0,3.74,288.0,180.0
The Physician,Noah Gordon,Fiction,2001.0,4.37,720.0,22137.0
Pacific Vortex!,Clive Cussler,Fiction,2008.0,3.78,346.0,210.0
The Maiden,Cynthia Harrod-Eagles,Fiction,1985.0,4.27,413.0,322.0
The Tangled Thread,Cynthia Harrod-Eagles,Fiction,1987.0,4.31,474.0,297.0
The Dream Kingdom,Cynthia Harrod-Eagles,Fiction,2004.0,4.33,640.0,186.0
The White Road,Cynthia Harrod-Eagles,Fiction,2006.0,4.26,480.0,186.0
Maya,Jostein Gaarder,Fiction,2001.0,3.6,352.0,3603.0
The Orange Girl,Jostein Gaarder,Fiction,2005.0,3.91,151.0,11638.0
In Conquest Born,C. S. Friedman,Fiction,2001.0,3.88,530.0,2426.0
The Serpent's Shadow,Mercedes Lackey,Fiction,2002.0,3.99,394.0,8533.0
Sorcery Rising,Jude Fisher,Fiction,2003.0,3.55,528.0,1290.0
Joust,Mercedes Lackey,Fiction,2004.0,4.01,448.0,9871.0
The War of the Flowers,Tad Williams,Fiction,2004.0,3.87,828.0,7401.0
Exile's Valor,Mercedes Lackey,Fiction,2004.0,4.18,438.0,10629.0
Stone of Farewell,Tad Williams,Fiction,2005.0,4.1,608.0,35850.0
Black Sun Rising,C. S. Friedman,Fiction,2005.0,3.93,496.0,15265.0
Crown of Shadows,C. S. Friedman,Fiction,2005.0,4.17,432.0,99.0
Crossroads and Other Tales of Valdemar,Mercedes Lackey,Fiction,2005.0,3.86,338.0,3002.0
Shadowplay,Tad Williams,Fiction,2007.0,3.89,656.0,5930.0
Shadowmarch,Tad Williams,Fiction,2006.0,3.73,796.0,9476.0
Sugar Cookie Murder,Joanne Fluke,Fiction,2005.0,3.75,380.0,10942.0
Lemon Meringue Pie Murder,Joanne Fluke,Fiction,2006.0,3.88,352.0,12195.0
The Statue of Liberty,Debra Hess,History,2003.0,4.0,40.0,1.0
The White House,Debra Hess,History,2003.0,4.0,40.0,3.0
The Liberty Bell,Debra Hess,History,2003.0,3.83,40.0,4.0
Judy Moody Saves the World!,Megan McDonald,Juvenile Fiction,2004.0,4.03,160.0,5883.0
Judy Moody Declares Independence,Megan McDonald,Juvenile Fiction,2007.0,4.08,160.0,3774.0
Confessions of a Teenage Drama Queen,Dyan Sheldon,Juvenile Fiction,2005.0,3.34,272.0,3259.0
My Perfect Life,Dyan Sheldon,Juvenile Fiction,2005.0,3.32,208.0,455.0
Judy Moody,Megan McDonald,Juvenile Fiction,2006.0,4.15,157.0,3349.0
A Christmas Carol,Charles Dickens,Juvenile Fiction,2006.0,4.04,160.0,4201.0
Deep and Meaningful Diaries from Planet Janet,Dyan Sheldon,Juvenile Fiction,2007.0,3.49,438.0,39.0
Sophie Pitt-Turnbull Discovers America,Dyan Sheldon,Juvenile Fiction,2007.0,3.22,192.0,134.0
A Higher Justice,James Scott Bell,Fiction,2003.0,4.23,303.0,167.0
CliffsComplete Hamlet,William Shakespeare,Drama,2000.0,4.04,240.0,98.0
CliffsComplete The Scarlet Letter,Nathaniel Hawthorne,Fiction,2001.0,3.39,240.0,8.0
CliffsComplete The Adventures of Huckleberry Finn,Mark Twain,Fiction,2001.0,3.81,264.0,11.0
The Twelve Terrors of Christmas,John Updike,Fiction,2006.0,4.24,32.0,2423.0
Stork Naked,Piers Anthony,Fiction,2006.0,3.87,304.0,1795.0
Children of the Mind,Orson Scott Card,Fiction,2002.0,3.75,370.0,82264.0
The Dragon Reborn,Robert Jordan,Fiction,2002.0,4.25,624.0,171922.0
7 Steps to Midnight,Richard Matheson,Fiction,2003.0,3.48,320.0,415.0
What Dreams May Come,Richard Matheson,Fiction,2004.0,3.95,288.0,8985.0
Treason,Orson Scott Card,Fiction,2006.0,3.9,288.0,6095.0
Down and Out in the Magic Kingdom,Cory Doctorow,Fiction,2003.0,3.56,208.0,10517.0
Blade of Fortriu,Juliet Marillier,Fiction,2006.0,4.08,496.0,5048.0
The Dark Mirror,Juliet Marillier,Fiction,2006.0,3.97,512.0,61.0
Eastern Standard Tribe,Cory Doctorow,Fiction,2005.0,3.49,223.0,3156.0
Glass Soup,Jonathan Carroll,Fiction,2006.0,3.87,320.0,1135.0
Outside the Dog Museum,Jonathan Carroll,Fiction,2005.0,3.97,267.0,1386.0
Sleeping in Flame,Jonathan Carroll,Fiction,2004.0,4.05,304.0,1513.0
"Someone Comes to Town, Someone Leaves Town",Cory Doctorow,Fiction,2006.0,3.51,315.0,2912.0
Hunters of Dune,Brian Herbert;Kevin J. Anderson,Fiction,2006.0,3.65,524.0,10459.0
Sandworms of Dune,Brian Herbert;Kevin J. Anderson,Fiction,2007.0,3.64,494.0,8180.0
Children of the Night,Mercedes Lackey,Fiction,2005.0,3.94,320.0,4291.0
Jinx High,Mercedes Lackey,Fiction,2006.0,3.82,335.0,3473.0
Empire,Orson Scott Card,Fiction,2006.0,3.43,352.0,8417.0
Soldier of Sidon,Gene Wolfe,Fiction,2006.0,4.0,320.0,1021.0
Voices From the Street,Philip K. Dick,Fiction,2007.0,3.28,301.0,679.0
The Pillars of Creation,Terry Goodkind,Fiction,2002.0,3.68,725.0,46789.0
Sarah,Orson Scott Card,Fiction,2001.0,3.88,341.0,9669.0
Rebekah,Orson Scott Card,Fiction,2002.0,3.84,416.0,7394.0
Rachel & Leah,Orson Scott Card,Fiction,2005.0,3.85,368.0,5545.0
The Santaroga Barrier,Frank Herbert,Fiction,2002.0,3.65,256.0,1561.0
The Eyes of Heisenberg,Frank Herbert,Fiction,2002.0,3.43,192.0,1437.0
The Dosadi Experiment,Frank Herbert,Fiction,2002.0,3.81,320.0,6022.0
Pet Peeve,Piers Anthony,Fiction,2006.0,3.86,384.0,2236.0
Naked Empire,Terry Goodkind,Fiction,2004.0,3.82,736.0,42801.0
Chainfire,Terry Goodkind,Fiction,2005.0,3.96,756.0,41750.0
Phantom,Terry Goodkind,Fiction,2007.0,3.99,673.0,1235.0
In the Land of the Lawn Weenies,David Lubar,Juvenile Fiction,2003.0,3.96,256.0,697.0
Wolfskin,Juliet Marillier,Fiction,2004.0,4.0,544.0,5531.0
Wizard's First Rule,Terry Goodkind,Fiction,2003.0,4.14,836.0,197049.0
New Threads in the Pattern,Robert Jordan,Juvenile Fiction,2004.0,4.27,464.0,292.0
The Wizard,Gene Wolfe,Fiction,2006.0,3.86,587.0,2529.0
Debt of Bones,Terry Goodkind,Fiction,2004.0,3.86,160.0,25701.0
Among the Dolls,William Sleator,Juvenile Fiction,2006.0,3.66,96.0,527.0
Hidden Talents,David Lubar,Juvenile Fiction,2007.0,3.93,240.0,2333.0
Mr. Maybe,Jane Green,Fiction,2002.0,3.44,368.0,85775.0
Bookends,Jane Green,Fiction,2003.0,3.71,368.0,36227.0
Babyville,Jane Green,Fiction,2004.0,3.62,464.0,30307.0
To Have and to Hold,Jane Green,Fiction,2004.0,3.63,352.0,22462.0
Led Astray,Sandra Brown,Fiction,2005.0,3.75,240.0,2561.0
Black Ice,Anne Stuart,Fiction,2005.0,3.71,377.0,8152.0
A Secret Splendor,Sandra Brown,Fiction,1983.0,3.66,280.0,1281.0
Thriller,James Patterson,Fiction,2006.0,3.5,568.0,2363.0
Cold as Ice,Anne Stuart,Fiction,2006.0,3.81,360.0,3268.0
Two Alone,Sandra Brown,Fiction,2007.0,3.7,282.0,2055.0
Ice Blue,Anne Stuart,Fiction,2007.0,3.94,378.0,3149.0
The Guardian,Jane Hamilton,Fiction,1994.0,3.75,239.0,80.0
Edgar Allan Poe Complete Tales and Poems,Edgar Allan Poe,Fiction,2009.0,4.38,864.0,1824.0
Dead of Winter,P. J. Parrish,Fiction,2001.0,3.94,416.0,752.0
Thicker Than Water,P. J. Parrish,Fiction,2003.0,4.09,380.0,406.0
Island of Bones,P. J. Parrish,Fiction,2003.0,4.01,384.0,573.0
A Killing Rain,P. J. Parrish,Fiction,2005.0,4.04,383.0,440.0
An Unquiet Grave,P. J. Parrish,Fiction,2006.0,4.12,384.0,595.0
Rape,Joyce Carol Oates,Fiction,2003.0,3.56,128.0,103.0
Rape,Joyce Carol Oates,Fiction,2004.0,3.56,154.0,3459.0
Baby Einstein: Birds,Julie Aigner-Clark,Juvenile Fiction,2002.0,3.78,20.0,9.0
Baby Einstein: Babies,Julie Aigner-Clark,Juvenile Fiction,2002.0,4.03,20.0,29.0
Baby Einstein: Dogs,Julie Aigner-Clark,Juvenile Fiction,2002.0,3.81,20.0,26.0
Baby Einstein: What Does Violet See? Raindrops and Puddles,Julie Aigner-Clark,Juvenile Fiction,2002.0,3.25,18.0,16.0
Son of the Mob: Hollywood Hustle,Gordon Korman,Juvenile Fiction,2006.0,3.64,268.0,1597.0
The Tales from the Odyssey #1: One-Eyed Giant,Mary Pope Osborne,Juvenile Fiction,2003.0,3.88,112.0,761.0
Tales from the Odyssey: The Land of the Dead - Book #2,Mary Pope Osborne,Juvenile Fiction,2003.0,3.99,112.0,389.0
Sirens and Sea Monsters,Mary Pope Osborne,Juvenile Fiction,2003.0,4.05,112.0,359.0
The Final Battle,Mary Pope Osborne,Juvenile Fiction,2005.0,4.08,112.0,254.0
Son of the Mob,Gordon Korman,Juvenile Fiction,2004.0,3.72,262.0,5873.0
Summerland,Michael Chabon,Juvenile Fiction,2004.0,3.55,500.0,618.0
Baby Einstein: Violet's House,Julie Aigner-Clark,Juvenile Fiction,2003.0,3.98,10.0,39.0
Disney's Little Einsteins: Birthday Machine,Susan Ring,Juvenile Fiction,2006.0,4.29,12.0,21.0
Disney's Little Einsteins: Galactic Goodnight,Susan Ring,Juvenile Fiction,2006.0,4.5,20.0,10.0
"Baby Einstein: Sweet Dreams, Mimi",Julie Aigner-Clark,Juvenile Fiction,2004.0,3.13,16.0,37.0
Disney's Little Einsteins: Music of the Meadow,Susan Ring,Juvenile Fiction,2006.0,3.72,28.0,26.0
Disney's Little Einstein,Susan Ring,Juvenile Fiction,2006.0,4.55,24.0,11.0
"The Percy Jackson and the Olympians, Book Two: Sea of Monsters",Rick Riordan,Juvenile Fiction,2006.0,4.24,279.0,594249.0
The Soulforge,Margaret Weis,Fiction,1999.0,4.15,408.0,8857.0
The Best of Tales,Margaret Weis;Tracy Hickman,Fiction,2002.0,3.81,416.0,103.0
The Players of Gilean,Margaret Weis;Tracy Hickman,Fiction,2003.0,3.64,320.0,142.0
Dragons of a Vanished Moon,Margaret Weis;Tracy Hickman,Fiction,2003.0,3.9,610.0,7358.0
The Legend of Huma,Richard A. Knaak,Fiction,2004.0,4.03,379.0,17008.0
The Search for Power,Margaret Weis,Fiction,2004.0,3.97,335.0,287.0
Night of Blood,Richard A. Knaak,Fiction,2004.0,3.9,372.0,1261.0
Amber and Ashes,Margaret Weis,Fiction,2005.0,3.86,336.0,2560.0
Love and War,Margaret Weis;Tracy Hickman,Fiction,2005.0,3.88,368.0,43.0
The Reign of Istar,Margaret Weis;Tracy Hickman,Fiction,2005.0,3.71,352.0,26.0
The Bram Stoker Bedside Companion,Bram Stoker,Fiction,1973.0,3.44,224.0,21.0
Silence,Shūsaku Endō,Fiction,1980.0,4.08,201.0,16188.0
The Odyssey,Homer,History,2005.0,3.75,472.0,54.0
Quiet Days in Clichy,Henry Miller,Fiction,1987.0,3.69,154.0,3237.0
The Malady of Death,Marguerite Duras,Fiction,1988.0,3.86,60.0,1280.0
India Song,Marguerite Duras,Drama,1988.0,3.61,146.0,277.0
The Passion,Jeanette Winterson,Fiction,1987.0,4.11,176.0,14948.0
Sexing the Cherry,Jeanette Winterson,Fiction,1989.0,3.83,167.0,11567.0
Lord Malquist and Mr. Moon,Tom Stoppard,Fiction,2006.0,3.4,200.0,185.0
Every Good Boy Deserves Favor and Professional Foul,Tom Stoppard,Drama,1978.0,3.9,188.0,186.0
"Destroy, She Said",Marguerite Duras,Fiction,1986.0,3.68,133.0,532.0
Sexus,Henry Miller,Fiction,1987.0,4.04,506.0,7024.0
Tropic of Capricorn,Henry Miller,Fiction,1961.0,3.82,348.0,13549.0
The Coming of the Fairies,Arthur Conan Doyle,Fiction,2006.0,3.39,189.0,197.0
Patty Jane's House of Curl,Lorna Landvik,Fiction,1999.0,3.86,304.0,8741.0
A Patchwork Planet,Anne Tyler,Fiction,2001.0,3.79,320.0,11090.0
Horse Heaven,Jane Smiley,Fiction,2003.0,3.88,640.0,4504.0
The Black Cauldron,Lloyd Alexander,Juvenile Fiction,2006.0,4.14,182.0,51994.0
Taran Wanderer,Lloyd Alexander,Juvenile Fiction,2006.0,4.14,222.0,33286.0
The High King,Lloyd Alexander,Juvenile Fiction,2006.0,4.24,253.0,47268.0
The Foundling,Lloyd Alexander,Juvenile Fiction,2006.0,3.93,98.0,3563.0
Travels in the Scriptorium,Paul Auster,Fiction,2007.0,3.23,145.0,6492.0
The Complete Stories,Franz Kafka,Fiction,1995.0,4.35,486.0,19625.0
The Minority Report,Philip K. Dick,Fiction,1999.0,4.19,396.0,20.0
The Minority Report,Philip K. Dick,Fiction,2002.0,4.19,380.0,448.0
"Billy Budd, Sailor and Other Uncompleted Writings",Herman Melville,Fiction,2017.0,3.11,1016.0,9.0
The Boy Who Couldn't Die,William Sleator,Juvenile Fiction,2005.0,3.68,161.0,1649.0
The Air-conditioned Nightmare,Henry Miller,Fiction,1970.0,3.83,292.0,2627.0
Deep River,Shūsaku Endō,Fiction,1996.0,3.92,216.0,1478.0
The Samurai,Shūsaku Endō,Fiction,1997.0,3.95,272.0,1580.0
The Red Notebook,Paul Auster,Fiction,2002.0,3.77,104.0,2306.0
"Twelfth Night, Or, What You Will",William Shakespeare,Drama,1985.0,3.98,256.0,147.0
"Aeschylus, 1",Aeschylus,Drama,1998.0,4.01,178.0,12.0
"Euripides, 3",Euripides,Drama,1998.0,3.88,392.0,7.0
"Aeschylus, 2",Aeschylus,Drama,1998.0,4.1,232.0,12.0
Lord of the Flies,William Golding,Fiction,1959.0,3.67,208.0,310.0
The Last Book of Swords: Shieldbreaker's Story,Fred Saberhagen,Fiction,1995.0,3.88,255.0,1204.0
Pastwatch,Orson Scott Card,Fiction,1997.0,3.97,402.0,12695.0
The Sixth Book of Lost Swords,Fred Saberhagen,Fiction,1991.0,3.81,250.0,1221.0
The Shadow Rising,Robert Jordan,Fiction,1993.0,4.23,1007.0,137790.0
Lord of Chaos,Robert Jordan,Fiction,1995.0,4.12,1011.0,102983.0
Hart's Hope,Orson Scott Card,Fiction,1988.0,3.47,261.0,32.0
An Armory of Swords,Fred Saberhagen,Fiction,1996.0,3.79,317.0,174.0
Red Prophet,Orson Scott Card,Fiction,1988.0,3.79,311.0,17817.0
Anthonology,Piers Anthony,Fiction,1986.0,3.64,384.0,699.0
The Call of Earth,Orson Scott Card,Fiction,1994.0,3.58,352.0,10051.0
The Ships of Earth,Orson Scott Card,Fiction,1995.0,3.54,351.0,9143.0
Demons Don't Dream,Piers Anthony,Fiction,1994.0,3.8,352.0,7594.0
Roc and a Hard Place,Piers Anthony,Fiction,1996.0,3.75,344.0,5737.0
A Crown of Swords,Robert Jordan,Fiction,1997.0,4.03,880.0,100910.0
Drum Calls,Jo Clayton,Fiction,1998.0,3.68,341.0,28.0
Blood of the Fold,Terry Goodkind,Fiction,1997.0,3.99,623.0,65522.0
The Fourth Book of Lost Swords,Fred Saberhagen,Fiction,1990.0,3.83,252.0,1736.0
Yon Ill Wind,Piers Anthony,Fiction,1997.0,3.75,340.0,3743.0
A Quantum Murder,Peter F. Hamilton,Fiction,1998.0,3.97,375.0,3868.0
Shadow of the Hegemon,Orson Scott Card,Fiction,2001.0,3.94,451.0,63691.0
The Dastard,Piers Anthony,Fiction,2001.0,3.81,384.0,2960.0
Swell Foop,Piers Anthony,Fiction,2002.0,3.78,384.0,2822.0
Vale of the Vole,Piers Anthony,Fiction,2000.0,3.6,304.0,9074.0
Up In a Heaval,Piers Anthony,Fiction,2003.0,3.82,342.0,2318.0
Winter's Heart,Robert Jordan,Fiction,2002.0,3.94,780.0,82029.0
The Sword of Truth,Terry Goodkind,Fiction,1998.0,4.29,2480.0,4110.0
Knife of Dreams,Robert Jordan,Fiction,2006.0,4.14,860.0,80208.0
Ariadne's Web,Fred Saberhagen,Fiction,2001.0,3.68,432.0,169.0
Mindstar Rising,Peter F. Hamilton,Fiction,1997.0,3.92,432.0,5979.0
The Knight Of Maison-Rouge,Alexandre Dumas,Fiction,2004.0,3.89,448.0,1131.0
Selected Stories of H.G. Wells,Herbert George Wells,Fiction,2004.0,3.98,432.0,77.0
The March,E. L. Doctorow,Fiction,2006.0,3.8,363.0,8041.0
Wonderland,Joyce Carol Oates,Fiction,2006.0,3.79,528.0,873.0
Moods,Louisa May Alcott,Fiction,1991.0,3.4,538.0,300.0
Prince of Magic,Anne Stuart,Fiction,1998.0,3.63,348.0,256.0
An Adult Evening of Shel Silverstein,Shel Silverstein,Drama,2003.0,4.02,72.0,195.0
Helena,Evelyn Waugh,Fiction,2005.0,3.59,264.0,711.0
Desecration,Tim F. LaHaye;Jerry B. Jenkins,Fiction,2002.0,4.01,432.0,21074.0
Armageddon,Tim F. LaHaye;Jerry B. Jenkins,Fiction,2003.0,4.03,395.0,15438.0
Remember,Karen Kingsbury;Gary Smalley,Fiction,2003.0,4.42,432.0,17714.0
Kingdom Come,Tim F. LaHaye;Jerry B. Jenkins,Fiction,2007.0,3.99,356.0,3967.0
Rejoice,Karen Kingsbury;Gary Smalley,Fiction,2004.0,4.46,344.0,12187.0
Reunion,Karen Kingsbury;Gary Smalley,Fiction,2004.0,4.5,400.0,12171.0
Forgiven,Karen Kingsbury,Fiction,2005.0,4.41,358.0,9530.0
The Halloween Man,Douglas Clegg,Fiction,1998.0,3.36,360.0,554.0
The Nightmare Chronicles,Douglas Clegg,Fiction,1999.0,3.74,360.0,400.0
Sweet Revenge,Lynsay Sands,Fiction,2000.0,3.98,400.0,1699.0
Mischief,Douglas Clegg,Fiction,2000.0,3.49,359.0,368.0
The Deed,Lynsay Sands,Fiction,2004.0,3.93,313.0,2937.0
Bliss,Lynsay Sands,Fiction,2001.0,3.97,394.0,1643.0
The Reluctant Reformer,Lynsay Sands,Fiction,2002.0,3.93,371.0,1204.0
The Hour Before Dark,Douglas Clegg,Fiction,2003.0,3.75,370.0,1003.0
Nightmare House,Douglas Clegg,Fiction,2004.0,3.36,340.0,931.0
The Chase,Lynsay Sands,Fiction,2004.0,4.05,374.0,2011.0
The Abandoned,Douglas Clegg,Fiction,2005.0,3.42,370.0,222.0
The Attraction,Douglas Clegg,Fiction,2006.0,3.63,324.0,376.0
Love Is Blind,Lynsay Sands,Fiction,2006.0,4.0,342.0,3333.0
Child of God,Cormac McCarthy,Fiction,1994.0,3.86,197.0,57.0
Aristophanes 1,Aristophanes,Drama,1998.0,3.76,480.0,1.0
Early Candlelight,Maud Hart Lovelace,Fiction,1992.0,3.66,342.0,173.0
Mockingbird Wish Me Luck,Charles Bukowski,Fiction,2002.0,4.13,160.0,1769.0
You Get So Alone at Times,Charles Bukowski,Fiction,2002.0,4.25,320.0,11737.0
A Full House,Madeleine L'Engle,Fiction,1999.0,3.99,48.0,228.0
"Life, a User's Manual",Georges Perec,Fiction,1987.0,4.22,581.0,4221.0
The Assignation,Joyce Carol Oates,Fiction,1996.0,3.81,208.0,332.0
First Love,Joyce Carol Oates,Fiction,1997.0,3.19,86.0,557.0
Magic's Pawn,Mercedes Lackey,Fiction,1989.0,4.21,349.0,21834.0
Arrows of the Queen,Mercedes Lackey,Fiction,1987.0,4.16,320.0,29552.0
Arrow's Fall,Mercedes Lackey,Fiction,1988.0,4.19,319.0,18945.0
Magic's Price,Mercedes Lackey,Fiction,1990.0,4.27,351.0,18397.0
The Madness Season,C. S. Friedman,Fiction,1990.0,4.05,495.0,2428.0
By the Sword,Mercedes Lackey,Fiction,1991.0,4.25,492.0,18245.0
Shadowkill,Jo Clayton,Fiction,1991.0,3.98,400.0,64.0
Winds of Fate,Mercedes Lackey,Fiction,1992.0,4.03,458.0,14300.0
To Green Angel Tower,Tad Williams,Fiction,1994.0,4.2,815.0,19667.0
Dance Down the Stars,Jo Clayton,Fiction,1994.0,3.73,368.0,33.0
Fire in the Sky,Jo Clayton,Fiction,1995.0,3.87,352.0,61.0
Storm Warning,Mercedes Lackey,Fiction,1995.0,4.02,428.0,10958.0
Sword of Ice and Other Tales of Valdemar,Mercedes Lackey,Fiction,1997.0,3.84,350.0,3740.0
Oathblood,Mercedes Lackey,Fiction,1998.0,4.05,394.0,9575.0
This Alien Shore,C. S. Friedman,Fiction,1999.0,4.04,564.0,3068.0
River of Blue Fire,Tad Williams,Fiction,1999.0,4.01,675.0,12996.0
New Amazons,Margaret Weis,Fiction,2000.0,3.55,336.0,47.0
The Great Gatsby,F. Scott Fitzgerald,Fiction,1925.0,3.91,182.0,151.0
Rita Hayworth and Shawshank Redemption,Stephen King,Fiction,1982.0,4.52,181.0,15409.0
The Shining,Stephen King,Fiction,1987.0,4.67,991.0,1838.0
Novels,Nathaniel Hawthorne,Fiction,1983.0,4.15,1272.0,493.0
Storm of the century,Stephen King,Fiction,1999.0,3.91,376.0,229.0
Dark Rivers of the Heart/Intensity/Sole Survivor,Dean Koontz,Fiction,2001.0,4.41,700.0,586.0
The Hound of the Baskervilles,Sir Arthur Conan Doyle,Fiction,2001.0,,,
"Kristin Lavransdatter, II: The Wife",Sigrid Undset,Fiction,1999.0,,,
Crime and Punishment,Fyodor Dostoyevsky,Fiction,2002.0,,,
The Crack in Space,Philip K. Dick,Fiction,1966.0,3.46,188.0,1791.0
"Lies, Inc",Philip K. Dick,Fiction,2004.0,3.17,202.0,2183.0
Vulcan's Hammer,Philip K. Dick,Fiction,1960.0,3.51,165.0,1502.0
My Name Is Asher Lev,Chaim Potok,Fiction,2003.0,4.2,369.0,31846.0
Morality for Beautiful Girls,Alexander McCall Smith,Fiction,2002.0,3.98,227.0,32047.0
Diary,Chuck Palahniuk,Fiction,2004.0,3.61,262.0,63149.0
Haunted,Chuck Palahniuk,Fiction,2006.0,3.59,419.0,75255.0
The Complete Short Novels,Anton Pavlovich Chekhov,Fiction,2005.0,4.47,548.0,10275.0
Beloved,Toni Morrison,Fiction,2004.0,3.81,324.0,263625.0
Song of Solomon,Toni Morrison,Fiction,2004.0,4.04,337.0,69036.0
You Shall Know Our Velocity!,Dave Eggers,Fiction,2003.0,3.63,401.0,25360.0
A Thousand Acres,Jane Smiley,Fiction,2003.0,3.8,371.0,51670.0
The Dew Breaker,Edwidge Danticat,Fiction,2005.0,3.79,244.0,5664.0
Love in the Time of Cholera,Gabriel García Márquez,Fiction,2003.0,3.9,348.0,310177.0
Strange Pilgrims,Gabriel García Márquez,Fiction,2006.0,4.03,208.0,6648.0
Chronicle of a Death Foretold,Gabriel Garcia Marquez,Fiction,2003.0,3.96,120.0,65713.0
The No. 1 Ladies' Detective Agency,Alexander McCall Smith,Fiction,2002.0,3.77,235.0,200338.0
Ten Days in the Hills,Jane Smiley,Fiction,2007.0,2.51,450.0,1476.0
Pnin,Vladimir Vladimirovich Nabokov,Fiction,2004.0,3.89,143.0,13190.0
The Plague,Albert Camus,Fiction,2004.0,4.34,656.0,813.0
The General in His Labyrinth,Gabriel García Márquez,Fiction,2004.0,3.68,248.0,11460.0
The Hitchhiker's Guide to the Galaxy,Douglas Adams,Fiction,2004.0,4.22,215.0,4416.0
The Hitchhiker's Guide to the Galaxy,Douglas Adams,Fiction,1979.0,4.22,271.0,210.0
In the Company of Cheerful Ladies,Alexander McCall Smith,Fiction,2006.0,4.07,256.0,1023.0
Blue Shoes and Happiness,Alexander McCall Smith,Fiction,2007.0,4.06,256.0,21814.0
Saturday,Ian McEwan,Fiction,2006.0,3.63,289.0,50926.0
